asset,strategy,side,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,size,gross_pnl,fees,slippage,funding,net_pnl,capital_after,reason,hold_candles
SOLUSDT,P39_CAND_0551:ATR Expansion Short,Short,1627909200000,1627992000000,33.9,35.54222477661326,35.52446254534059,31.62830618198912,59.284,-97.3577,2.0584,4.9658,-0.5963,-98.8198,9140.4143,SL Hit,23
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1627995600000,1628002800000,35.5,34.19090911325095,34.20801311981086,37.33742622248492,69.775,-91.3418,2.4313,2.9378,0.0,-93.7732,9046.6412,SL Hit,2
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1628092800000,1628132400000,35.4,36.82089696071418,34.30865203430295,36.83931661902369,42.699,60.6709,1.5419,1.8967,0.3038,58.8252,9105.4664,TP Hit,11
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1628262000000,1628352000000,39.0,37.74751003242098,37.7663932290355,40.61539829300626,76.349,-95.6264,2.9298,4.4957,1.5584,-100.1146,9005.3518,SL Hit,25
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1630497600000,1630602000000,116.2,126.98130823844032,108.28164192928762,127.04483065376719,11.465,123.6077,1.394,1.462,3.2503,118.9634,9124.3152,TP Hit,29
SOLUSDT,P39_CAND_0551:Funding Reversal Short,Short,1630612800000,1630630800000,127.3,134.73656245810108,134.669227844179,120.01877215582097,12.456,-92.6298,1.632,1.4242,-1.3131,-92.9487,9031.3665,SL Hit,5
SOLUSDT,P39_CAND_0551:Funding Reversal Short,Short,1630692000000,1630706400000,140.8,148.81381142144318,148.7394417005929,132.9265582994071,5.711,-45.7669,0.827,0.6703,0.0,-46.5939,8984.7726,SL Hit,4
SOLUSDT,P39_CAND_0551:Funding Reversal Short,Short,1630936800000,1630944000000,145.9,151.8892469620383,151.81334029189236,140.14865970810763,7.703,-46.1352,1.1469,1.2087,-1.0922,-46.1899,8938.5827,SL Hit,2
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1630947600000,1630962000000,156.3,164.84333521559628,149.95526535744943,164.9257981146536,14.264,121.8621,2.2904,2.2888,0.0,119.5717,9058.1544,TP Hit,4
SOLUSDT,P39_CAND_0551:BB Expansion Short,Short,1631026800000,1631026800000,150.2,165.8851254729827,165.8022243608023,128.68313283221903,5.83,-91.4443,0.9214,0.8564,0.0,-92.3657,8965.7888,SL Hit,0
SOLUSDT,P39_CAND_0551:ATR Expansion Long,Long,1631030400000,1631145600000,168.4,201.53172143239107,146.19664153250557,201.6325377012417,4.043,133.9515,0.7478,0.6098,0.6942,132.5096,9098.2983,TP Hit,32
SOLUSDT,P39_CAND_0551:Funding Reversal Short,Short,1631181600000,1631206800000,212.7,193.56106437502822,232.02766779107625,193.46433220892376,2.359,45.1487,0.4792,0.4358,-0.1464,44.816,9143.1143,TP Hit,7
SOLUSDT,P39_CAND_0551:BB Expansion Short,Short,1631214000000,1631491200000,189.4,167.11840066456514,205.74196407947335,167.03488322295368,5.643,125.7351,1.0059,1.1879,-1.6236,126.3527,9269.467,TP Hit,77
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1631566800000,1631620800000,169.1,158.70768821183307,158.7870817527094,183.13921978790358,9.093,-94.4973,1.4904,1.9131,0.3053,-96.293,9173.1741,SL Hit,15
SOLUSDT,P39_CAND_0551:BB Expansion Short,Short,1631656800000,1631660400000,148.7,159.00957248120773,158.930107427494,134.682628572925,9.038,-93.1779,1.3905,1.6762,0.0,-94.5685,9078.6056,SL Hit,1
SOLUSDT,P39_CAND_0551:BB Expansion Short,Short,1632247200000,1632258000000,130.5,119.07206518474156,138.867277588192,119.01255890528893,10.923,124.8273,1.363,1.2617,0.0,123.4643,9202.0699,TP Hit,3
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1632322800000,1632333600000,136.7,147.36643778007905,128.83120634151388,147.44015785900854,11.813,126.0026,1.6778,1.7805,0.1673,124.1575,9326.2274,TP Hit,3
SOLUSDT,P39_CAND_0551:Low-Activity Filler Short,Short,1632337200000,1632639600000,143.7,127.36967432584919,153.20627353417623,127.3060213151916,9.902,161.7029,1.3421,1.3729,-1.4173,161.7781,9488.0055,TP Hit,84
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1633093200000,1633107600000,152.1,160.23000205287676,146.0166868653614,160.31015713144248,15.857,128.9174,2.4763,2.8726,0.2496,126.1915,9614.1969,TP Hit,4
