timestamp,event_type,symbol,details
1596193200000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 344.34
1596196800000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 345.6
1596200400000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 343.17
1596204000000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 347.65
1596207600000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 344.93
1596211200000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 345.9
1596214800000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 343.26
1596218400000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 342.88
1596222000000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 344.07
1596225600000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 345.33
1596229200000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 347.56
1596268800000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 357.28
1596272400000,POSITION_OPENED,ETHUSDT,Side: Short | Size: 2.7310 | SL: 365.40 | TP: 349.16
1596297600000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000442 | Cost: $-0.4325
1596301200000,POSITION_CLOSED,ETHUSDT,Side: Short | Reason: SL Hit | Exit Price: 365.58435416765616 | PnL: $-23.73
1596301200000,SIGNAL_GENERATED,ETHUSDT,Side: Long | Close: 373.85
1596304800000,POSITION_OPENED,ETHUSDT,Side: Long | Size: 10.1990 | SL: 365.18 | TP: 383.49
1596308400000,POSITION_CLOSED,ETHUSDT,Side: Long | Reason: TP Hit | Exit Price: 383.2960225300494 | PnL: $90.95
1596366000000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 362.07
1596369600000,POSITION_OPENED,ETHUSDT,Side: Short | Size: 3.2400 | SL: 389.65 | TP: 320.70
1596384000000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000949 | Cost: $-1.1322
1596412800000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000292 | Cost: $-0.3524
1596441600000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000292 | Cost: $-0.3639
1596452400000,POSITION_CLOSED,ETHUSDT,Side: Short | Reason: SL Hit | Exit Price: 389.84715353890624 | PnL: $-89.92
1596452400000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 391.52
1596456000000,POSITION_OPENED,ETHUSDT,Side: Short | Size: 1.3610 | SL: 407.77 | TP: 375.27
1596470400000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000544 | Cost: $-0.2921
1596499200000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000544 | Cost: $-0.2862
1596528000000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000547 | Cost: $-0.2941
1596556800000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000632 | Cost: $-0.3359
1596585600000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000612 | Cost: $-0.3249
1596614400000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000534 | Cost: $-0.2839
1596643200000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000895 | Cost: $-0.4815
1596661200000,POSITION_CLOSED,ETHUSDT,Side: Short | Reason: SL Hit | Exit Price: 407.97869076819825 | PnL: $-20.81
1597348800000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 411.01
1597352400000,POSITION_OPENED,ETHUSDT,Side: Short | Size: 1.7200 | SL: 423.84 | TP: 398.18
1597356000000,POSITION_CLOSED,ETHUSDT,Side: Short | Reason: SL Hit | Exit Price: 424.0494948558211 | PnL: $-23.51
1597392000000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 423.76
1597395600000,POSITION_OPENED,ETHUSDT,Side: Short | Size: 0.8760 | SL: 436.33 | TP: 411.19
1597417200000,POSITION_CLOSED,ETHUSDT,Side: Short | Reason: SL Hit | Exit Price: 436.5451340201197 | PnL: $-11.72
1597428000000,SIGNAL_GENERATED,ETHUSDT,Side: Long | Close: 442.77
1597431600000,POSITION_OPENED,ETHUSDT,Side: Long | Size: 7.5450 | SL: 431.12 | TP: 455.72
1597449600000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000793 | Cost: $2.6262
1597478400000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000793 | Cost: $2.6188
1597478400000,POSITION_CLOSED,ETHUSDT,Side: Long | Reason: SL Hit | Exit Price: 430.9018829613326 | PnL: $-99.82
1597676400000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 442.6
1597680000000,POSITION_OPENED,ETHUSDT,Side: Short | Size: 0.8720 | SL: 455.06 | TP: 430.14
